id	smiles
CCMSLIB00000079216_train	C(Cc1cnc[nH]1)CSC(=N)NCc1ccc(cc1)Cl
CCMSLIB00000079219_train	CCCCCCCCCOc1ccc2c(c1)c(CCN)c[nH]2
CCMSLIB00000079220_train	C(CCCOCCCCc1ccccc1)CCNCC(c1ccc(c(c1)CO)O)O
CCMSLIB00000079222_train	CC[C@@]1(C[C@H]2C[C@](c3cc4c(cc3OC)N(C=O)[C@@H]3[C@@]54CCN4CC=C[C@](CC)([C@@H]54)[C@H]([C@@]3(C(=O)OC)O)OC(=O)C)(c3c(CCN(C2)C1)c1ccccc1[nH]3)C(=O)OC)O
CCMSLIB00000079225_train	C/C=C\1/[C@H]2C=C(C)C[C@@]1(c1ccc(nc1C2)O)N
CCMSLIB00000079226_train	CC1CCN(CCCC(=O)c2ccc(cc2)F)CC1
CCMSLIB00000079228_train	CN1CC[C@@]2(Cc3c(cc4ccccc4n3)C[C@H]2C1)c1cccc(c1)O
CCMSLIB00000079229_train	CN1CCc2cc(c(cc2[C@H](C1)c1ccccc1)O)Cl
CCMSLIB00000079230_train	CCO/C(=C/1\C(=NC(=C(C1c1ccccc1/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C)/O
CCMSLIB00000079232_train	CC(C)CC(C1(CCC1)c1ccc(cc1)Cl)N(C)C
CCMSLIB00000079233_train	C[C@]12CC[C@@H](CC1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@H]21)O
CCMSLIB00000079238_train	c1ccc(c(c1)C1=NC(C(=Nc2ccc(cc12)Cl)O)O)Cl
CCMSLIB00000079239_train	CCCN1C[C@@H](C[C@@H]2c3cccc4c3c(C[C@@H]12)c[nH]4)CSC
CCMSLIB00000079240_train	CCN(C(=O)C)c1cccc(c1)c1ccnc2c(C#N)cnn12
CCMSLIB00000079244_train	CC#C[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C)O
CCMSLIB00000079245_train	C1C[C@@H]([C@H](C1)O)Nc1c2c(ncn1)n(cn2)[C@H]1[C@H](C([C@@H](CO)O1)O)O
CCMSLIB00000079246_train	C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OC)O[C@H]3[C@]42[C@H]1CC[C@](C)(O3)OO4
CCMSLIB00000079247_train	C1CCC(C1)Nc1c2c(nc(Cl)n1)n(cn2)[C@H]1[C@H](C([C@@H](CO)O1)O)O
CCMSLIB00000079248_train	CCO/C(=C/1\C(=NC(=C(C1c1ccccc1Cl)C(=O)OC)C)COCCN)/O
CCMSLIB00000079249_train	C[C@@H]1OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@@H]2c3cc4c(cc3[C@@H](c3cc(c(c(c3)OC)O)OC)[C@@H]3[C@@H]2COC3=O)OCO4)O)O)O1
CCMSLIB00000079252_train	CN1CCN(CC1)c1c2cccn2c2ccc(cc2n1)C(F)(F)F
CCMSLIB00000079254_train	CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12
CCMSLIB00000079255_train	C([C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)nc(Cl)nc23)O1)O)O)O
CCMSLIB00000079256_train	c1ccc2c(c1)c(=O)n(CCN1CCC(CC1)C(=O)c1ccc(cc1)F)c(n2)S
CCMSLIB00000079257_train	CCO/C(=C/1\C(=NC(=C(C1c1cccc(c1)N(=O)=O)C(=O)OC)C)C)/O
CCMSLIB00000079258_train	C[C@H]1[C@@H]([C@H]([C@H]([C@H](OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)Oc2c(=O)c3c(cc(cc3oc2c2ccc(c(c2)O)O)O)O)O)O)O)O1)O)O)O
CCMSLIB00000079261_train	COc1cc(/C=C/c2ccc(cc2)O)cc(c1)OC
CCMSLIB00000079263_train	C[C@]12CCN(C)C2N(C)c2ccc(cc12)OC(=NC)O
CCMSLIB00000079267_train	CC(Cc1ccccc1)(c1ccccc1)N=C(CN)O
CCMSLIB00000079268_train	CC(C)(C)N=C([C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](Cc1ccccc1)N=C([C@H](CC(=N)O)NC(=O)c1ccc2ccccc2n1)O)O)O
CCMSLIB00000079271_train	CCC1=C[C@@H]2C[C@](c3cc4c(cc3OC)N(C)[C@@H]3[C@@]54CCN4CC=C[C@](CC)([C@@H]54)[C@H]([C@@]3(C(=O)OC)O)OC(=O)C)(c3c(CN(C1)C2)c1ccccc1[nH]3)C(=O)OC
CCMSLIB00000079272_train	CC(C)c1ccc2c(c1)c(c(CC(C)(C)C(=O)O)n2Cc1ccc(cc1)Cl)SC(C)(C)C
CCMSLIB00000079273_train	C[C@H]1C=CC=C(C)C(=Nc2c(C=NN3CCN(CC3)C3CCCC3)c(c3c(c(c(C)c4c3C(=O)[C@@](C)(OC=C[C@@H]([C@@H](C)[C@H]([C@H](C)[C@@H]([C@H](C)[C@H]1O)O)OC(=O)C)OC)O4)O)c2O)O)O
CCMSLIB00000079350_train	c1ccc(cc1)[C@H](C(=O)O)N=C(CCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)O
CCMSLIB00000079351_train	c1ccc(cc1)C(=O)N1c2ccccc2C2C([C@@H]1C#N)O2
CCMSLIB00000079352_train	COc1cc(c2c(=O)cc(c3ccccc3)oc2c1)O
CCMSLIB00000079353_train	C=CCN1C(=O)/C(=C\c2c(CCN(C)C(=O)c3ccccc3)cc3c(c2OC)OCO3)/C(=NC1=O)O
CCMSLIB00000079354_train	CC(C)[C@@H](C(=N[C@@H](Cc1ccccc1)C(=O)O)O)N=C(N1c2ccccc2N=C([C@@H]1C(C)C)O)O
CCMSLIB00000079356_train	Cc1c2ccc(c(C)c2oc(=O)c1Cc1ccccc1)OCC(=N[C@@H](Cc1ccccc1)C(=O)O)O
CCMSLIB00000079357_train	CC(Cc1c[nH]c2ccccc12)C(=O)O
CCMSLIB00000079358_train	CC(C)C[C@@H](C(=O)N1CCC(CC1)C(=N[C@@H](C(C)C)C(=NCc1ccc(cc1)OC)O)O)N
CCMSLIB00000079359_train	Cc1c2ccc(cc2oc(=O)c1Br)OCC(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2
CCMSLIB00000079360_train	C=CC[C@@]12C=C(C(=O)C=C2O[C@H]([C@H]1C)c1ccc2c(c1)OCO2)OC
CCMSLIB00000079361_train	CC(C)[C@@H](C(=O)N1CCC(CC1)C(=N[C@@H](CC(=O)O)C(=O)O)O)NS(=O)(=O)c1ccc(C)cc1
CCMSLIB00000079362_train	C/C=C(\C)/C(=N[C@@H](c1ccccc1)[C@H](C(=O)O[C@H]1C[C@]2([C@H](C3[C@@](C)([C@H](C[C@@H]4[C@]3(CO4)OC(=O)C)O)C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)C)OC(=O)c1ccccc1)O)O)O
CCMSLIB00000079363_train	Cc1cc2c3ccccc3[nH]c2cc1OC
CCMSLIB00000079364_train	c1ccc(cc1)C(=O)Oc1cccc2ccccc12
CCMSLIB00000079365_train	C[C@@H](C(=NC1CC1)O)N1C(=O)[C@]2(C)c3c(CCN2C1=O)c1cc(ccc1[nH]3)OC
CCMSLIB00000079366_train	CC(=O)c1ccc(cc1)NC(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2
CCMSLIB00000079367_train	Cc1c(ccc2c3ccccc3c(=O)oc12)OC(C)C(=NC[C@H]1CC[C@@H](CC1)C(=O)O)O
CCMSLIB00000079368_train	COc1ccc(c(c1)O)C(=O)O
CCMSLIB00000079369_train	Cc1cc(=O)c2c(cc3c(cco3)c2OC)o1
CCMSLIB00000079370_train	c1ccc(cc1)C(=NC(=S)N1CCCCC1c1cccnc1)O
CCMSLIB00000079371_train	Cc1cc(c2c(C)c(C)c(=O)oc2c1)OCC(=NCCc1ccc(c(c1)OC)OC)O
CCMSLIB00000079372_train	Cc1cc(=O)oc2c3CCC(C)(C)Oc3cc(c12)OCC(=NC[C@H]1CC[C@@H](CC1)C(=O)O)O
CCMSLIB00000079373_train	CC(C)[C@@H](C(=O)N1CCC[C@@H]1C(=O)O)N=C(N1CC(=Nc2ccccc12)O)O
CCMSLIB00000079374_train	COc1cccc(c1C(=NC(=S)N1CCCCC1c1cccnc1)O)OC
CCMSLIB00000079375_train	CC1=CC(=O)O[C@@H]1[C@@]1(C)C[C@@H]2[C@@]3(CO)[C@@H](CC(=O)O2)[C@@H](C)C(=O)C(=C13)O
CCMSLIB00000079377_train	C=CC[C@@]12C=C(C(=O)C(=C2O[C@H]([C@H]1C)c1ccc2c(c1)OCO2)OC)OC
CCMSLIB00000079378_train	C1CCC(CC1)CN=C(NCC1CCCCC1)O
CCMSLIB00000079380_train	c1cc2[C@@H]3C[C@H](CN(C3)C(=S)N=C(/C=C/c3ccc(cc3)F)O)Cn2c(=O)c1
CCMSLIB00000079381_train	c1ccc2c(c1)C(N1[C@@H](CCC1=O)C(=NCC1CCCO1)O)OC2=O
CCMSLIB00000079382_train	C[C@@H](C(=NCc1ccc(c(c1)OC)OC)O)N1C(=O)[C@]2(C)c3c(CCN2C1=O)c1ccccc1[nH]3
CCMSLIB00000079383_train	CC(C)[C@@H](C(=NCc1ccccc1F)O)N=C(C1CCN(CC1)C(=O)[C@H](CCSC)N)O
CCMSLIB00000079384_train	CN1CCC23c4ccccc4NC1C13CCN(C)C2Nc2ccccc12
CCMSLIB00000079385_train	CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N=C(c1cc2cc(ccc2n1C)OC)O
CCMSLIB00000079387_train	CCc1cc(=O)oc2cc(C)cc(c12)OCC(=O)N1CCC(CC1)C(=O)O
CCMSLIB00000079388_train	Cc1c(ccc2c(cc(=O)oc12)c1ccc(cc1)OC)OCC(=NCCCn1ccnc1)O
CCMSLIB00000079389_train	CCCc1cc(=O)oc2c3CCC(C)(C)Oc3cc(c12)OCC(=NCc1ccccn1)O
CCMSLIB00000079390_train	CC(C(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2)Oc1cc2c(cc1Cl)c1CCCc1c(=O)o2
CCMSLIB00000079391_train	Cc1cc(=O)oc2c3CCC(C)(C)Oc3cc(c12)OCC(=NCc1ccc(cc1)OC)O
CCMSLIB00000079392_train	CC(C)c1ccc(cc1)C1c2c(C[C@H]3C(=O)N(c4ccccc4C(=O)N4CCC[C@@H]4C(=O)O)C(=O)N13)c1ccccc1[nH]2
CCMSLIB00000079393_train	CC(C)[C@@H](C(=O)N1CCC(CC1)C(=N[C@@H](c1ccccc1)C(=O)O)O)NS(=O)(=O)c1ccc(C)cc1
CCMSLIB00000079394_train	Cc1cc(=O)oc2c3CCC(C)(C)Oc3cc(c12)OCC(=NCc1ccncc1)O
CCMSLIB00000079395_train	C[C@@H](C(=NC1CCN(CC1)Cc1ccccc1)O)N1C(=O)[C@]2(C)c3c(CCN2C1=O)c1cc(ccc1[nH]3)OC
CCMSLIB00000079396_train	COc1ccc(CCN=C(c2cc3c(nc4ccccn4c3=O)n(CC3CCCO3)c2=N)O)cc1OC
CCMSLIB00000079397_train	Cc1cc(c2c(C)c(C)c(=O)oc2c1)OCC(=O)N1CCC[C@@H]1C(=O)O
CCMSLIB00000079398_train	c1ccc(cc1)C[C@@H](C(=O)O)N=C(COc1ccc2c3CCCc3c(=O)oc2c1)O
CCMSLIB00000079399_train	CC(C(=NC[C@H]1CC[C@@H](CC1)C(=O)O)O)Oc1ccc2ccc(=O)oc2c1
CCMSLIB00000079400_train	CN(CC(=O)O)C(=O)c1ccccc1
CCMSLIB00000079401_train	c1ccc(cc1)c1c(c(=O)c2ccccc2o1)O
CCMSLIB00000079402_train	Cc1c(C)oc2cc3c(cc12)c(C)c(CC(=N[C@@H](C)C(=NC(Cc1ccc(cc1)Cl)C(=O)O)O)O)c(=O)o3
CCMSLIB00000079403_train	CC(/C=C/C1C(CC(=O)O1)Nc1ccc(cc1)C=O)O
CCMSLIB00000079404_train	COc1ccc(cc1)/C=C/C(=O)O
CCMSLIB00000079405_train	CCCCCCCCCCCC(=O)c1c(cccc1O)O
CCMSLIB00000079406_train	CC(C(=NCC1CCC(CC1)C(=O)O)O)Oc1ccc2c3CCCc3c(=O)oc2c1
CCMSLIB00000079407_train	CCCCc1cc(=O)oc2cc(ccc12)OCC(=O)N1CCC(CC1)(c1ccccc1)C(=O)O
CCMSLIB00000079408_train	CC(C)[C@@H](C(=NCc1ccc(cc1)OC)O)N=C(C1CCN(CC1)C(=O)[C@H](Cc1ccccc1)N)O
CCMSLIB00000079409_train	Cc1cc(c2c(C)c(C)c(=O)oc2c1)OC(C)C(=NC(Cc1c[nH]c2ccc(cc12)O)C(=O)O)O
CCMSLIB00000079410_train	Cc1cc(=O)oc2cc(ccc12)OCC(=NC1CCCC1)O
CCMSLIB00000079411_train	CC(C(=NCCCn1ccnc1)O)Oc1ccc2c(cc(=O)oc2c1)c1ccccc1
CCMSLIB00000079412_train	c1ccc(cc1)CCC(CC(=O)c1ccc(cc1)O)O
CCMSLIB00000079413_train	Cc1coc2c(C)c3c(cc12)c(C)c(CCC(=NCCCn1ccnc1)O)c(=O)o3
CCMSLIB00000079414_train	CC1C(C)C(c2cc(c(c(c2)OC)OC)OC)OC1c1cc(c(c(c1)OC)OC)OC
CCMSLIB00000079415_train	C[C@@H](C(=NCc1ccc(cc1)F)O)N=C(C1CCN(CC1)C(=O)[C@H](CCSC)N)O
CCMSLIB00000079416_train	CC1C2CN3CCc4c5ccccc5[nH]c4C3CC2C(=CO1)C(=O)OC
CCMSLIB00000079417_train	Cc1c(C)c(=O)oc2c3CCC(C)(C)Oc3cc(c12)OCC(=O)N1CCC(CC1)O
CCMSLIB00000079419_train	c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc1cnc2c(c(nc(=N)[nH]2)O)n1
CCMSLIB00000079420_train	CC1=NCCc2cc(c(cc12)OC)OC
CCMSLIB00000079421_train	COc1c2c3c(ccn2)c2ccccc2n3c(=O)c1O
CCMSLIB00000079422_train	CCc1cc(=O)oc2cc(C)cc(c12)OC(C)C(=NC[C@H]1CC[C@@H](CC1)C(=O)O)O
CCMSLIB00000079423_train	C[C@@H](C(=NCc1ccccc1)O)N1C(=O)[C@]2(C)c3c(CCN2C1=O)c1cc(ccc1[nH]3)OC
CCMSLIB00000079424_train	CCCc1cc(=O)oc2c(C)c(ccc12)OCC(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2
CCMSLIB00000079425_train	COc1ccc(cc1)c1cc(=O)c2cc(ccc2o1)O
CCMSLIB00000079427_train	Cc1c(ccc2c3ccccc3c(=O)oc12)OC(C)C(=NC(Cc1c[nH]c2ccc(cc12)O)C(=O)O)O
CCMSLIB00000079429_train	Cc1c(C)c(=O)oc2cc(ccc12)OCC(=O)N1CCC(CC1)C(=O)O
CCMSLIB00000079430_train	COc1ccc2c3CCN4CC5CC(C(C(C5CC4c3[nH]c2c1)C(=O)OC)OC)O
CCMSLIB00000079431_train	CC1(C)C=Cc2c(cc(c3c(=O)cc(c4ccccc4)oc23)OC)O1
CCMSLIB00000079432_train	C=C(C)C(COc1c2c(cco2)c(c2ccc(=O)oc12)OC)O
CCMSLIB00000079433_train	Cc1c(C)c(=O)oc2cc(ccc12)OCC(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2
CCMSLIB00000079434_train	C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](C(=O)O)O[C@H]1O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C2[C@@H]4CC(C)(C)CC[C@@]4(CC[C@@]32C)C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)C1(C)C)O)O)O)O)O
CCMSLIB00000079435_train	Cc1c(ccc2c3CCCc3c(=O)oc12)OCC(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2
CCMSLIB00000079436_train	COc1cc(cc(c1C(=O)/C=C/c1ccccc1)O)O
CCMSLIB00000079437_train	c1ccc(cc1)COC(=O)CC(=O)OCc1ccccc1
CCMSLIB00000079438_train	Cc1c(ccc2c3CCCc3c(=O)oc12)OC(C)C(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2
CCMSLIB00000079439_train	COc1ccc(cc1)C1c2c(C[C@H]3C(=O)N(c4ccccc4C(=O)N4CCC[C@H]4C(=O)O)C(=O)N13)c1ccccc1[nH]2
CCMSLIB00000079440_train	CC(=NCCc1c[nH]c2ccccc12)O
CCMSLIB00000079441_train	Cc1cc(=O)oc2c3CCC(C)(C)Oc3cc(c12)OCC(=NCc1ccco1)O
CCMSLIB00000079442_train	C=CCc1ccc(c(c1)OC)OC
CCMSLIB00000079443_train	Cc1cc(c2c3CCCc3c(=O)oc2c1)OC(C)C(=N[C@@H](c1ccccc1)C(=O)O)O
CCMSLIB00000079444_train	CN1C[C@@H](C=C2c3cccc4c3c(C[C@@H]12)c[nH]4)CO
CCMSLIB00000079445_train	C[C@@]12CC[C@@H]3C(=CC(=O)O3)C1CC[C@]13CC(CCC23)[C@](C1)(CO)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O
CCMSLIB00000079446_train	COc1cccc(c1)c1c(=O)c2ccccc2oc1N=C(c1ccco1)O
CCMSLIB00000079447_train	CC1=C2[C@H](C(=O)[C@]3(C)[C@@H](C[C@@H]4[C@@](CO4)(C3[C@@H]([C@](C[C@@H]1O)(C2(C)C)O)OC(=O)c1ccccc1)OC(=O)C)O)OC(=O)C
CCMSLIB00000079448_train	COc1cc(c(c2c1C(=O)CC(c1ccccc1)O2)O)OC
CCMSLIB00000079449_train	Cc1c2ccc(cc2oc(=O)c1Cc1ccccc1)OCC(=N[C@@H](Cc1ccccc1)C(=O)O)O
CCMSLIB00000079450_train	Cc1cc(c2c(C)c(C)c(=O)oc2c1)OCC(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2
CCMSLIB00000079451_train	CCCCCCc1c(C)c2ccc(cc2oc1=O)OCC(=N[C@@H](Cc1ccccc1)C(=O)O)O
CCMSLIB00000079452_train	C[C@H](C(=N[C@H](c1ccccc1)C(=O)O)O)N=C(C1(CCN(CC1)C(=O)OC(C)(C)C)c1ccccc1)O
CCMSLIB00000079454_train	C=C[C@@H]1[C@H](C[C@H]2CC(=O)C[C@H](CC(=O)CCc3ccc(cc3)O)O2)C(=CO[C@H]1OC1C(C(C(C(CO)O1)O)O)O)C(=O)OC
CCMSLIB00000079456_train	c1ccc(cc1)c1coc2cc(ccc2c1=O)O
CCMSLIB00000079457_train	c1ccc(cc1)CCc1cc(=O)c2c(cccc2o1)O
CCMSLIB00000079458_train	COc1cc(C2C(c3ccccc3)C(c3cc(cc(=O)o3)OC)C2c2ccccc2)oc(=O)c1
CCMSLIB00000079459_train	Cc1cc(c2c3CCCCc3c(=O)oc2c1)OCC(=NC(Cc1ccc(cc1)Cl)C(=O)O)O
CCMSLIB00000079460_train	CC(=O)C1CCC2C3CC(C4CC(CCC4(C)C3CCC12C)O)O
CCMSLIB00000079461_train	Cc1c(C)c(=O)oc2c(C)c(ccc12)OCC(=N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)O
CCMSLIB00000079462_train	CCCCc1cc(=O)oc2cc(c(cc12)Cl)OCC(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2
CCMSLIB00000079463_train	CNCCc1ccc(c(c1)OC)OC
CCMSLIB00000079464_train	CCc1cc(=O)oc2cc(C)cc(c12)OCC(=N[C@@H](CSCc1ccccc1)C(=O)O)O
CCMSLIB00000079465_train	C(CO)[C@H](CO)c1c(cc2c(c1O)C(=O)c1c(cc(cc1O)O)C2=O)O
CCMSLIB00000079466_train	CC(C(=NC[C@H]1CC[C@@H](CC1)C(=O)O)O)Oc1cc2c(cc1Cl)c(cc(=O)o2)c1ccccc1
CCMSLIB00000079467_train	Cc1c(C)c(=O)oc2c(C)c(ccc12)OCC(=O)N1CCC(CC1)C(=O)O
CCMSLIB00000079468_train	CC(C(=N[C@@H](Cc1ccccc1)C(=O)O)O)Oc1ccc2c3CCCc3c(=O)oc2c1
CCMSLIB00000079469_train	c1ccc(cc1)Nc1cccc2ccccc12
CCMSLIB00000079470_train	C1CCc2c(C1)c1cc(c(cc1oc2=O)OCC(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2)Cl
CCMSLIB00000079471_train	C1Cc2c(C1)c(=O)oc1cc(c(cc21)Cl)OCC(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2
CCMSLIB00000079472_train	Cc1cc(c2c(C)cc(=O)oc2c1)OCC(=NCCc1c[nH]c2ccccc12)O
CCMSLIB00000079473_train	Cc1cc(c(C)c(c1C(=O)O)O)OC(=O)c1c(C)cc(c(C)c1O)OC
CCMSLIB00000079474_train	CCc1ccccc1N=C([C@@H]1CCC(=O)N1C1c2ccc(c(c2C(=O)O1)OC)OC)O
CCMSLIB00000079475_train	Cc1c(ccc2c3ccccc3c(=O)oc12)OCC(=N[C@@H](Cc1ccccc1)C(=O)O)O
CCMSLIB00000079476_train	C=C[C@@H]1[C@@H]2C[C@@H]3c4cc(c(cc4CCN3C(=O)C2=COC1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)OC)O
CCMSLIB00000079477_train	CCCCc1cc(=O)oc2cc(C)cc(c12)OCC(=O)N1CCC(CC1)C(=N)O
CCMSLIB00000079478_train	CCCc1cc(=O)oc2cc(C)cc(c12)OCC(=NC(Cc1ccc(cc1)Cl)C(=O)O)O
CCMSLIB00000079479_train	C/C=C(/C)\C(=O)OC1Cc2c(ccc3ccc(=O)oc23)OC1(C)C
CCMSLIB00000079481_train	CC1CCCC=CC(=O)c2c(cc(cc2O)O)CC(=O)O1
CCMSLIB00000079482_train	CC(C)C[C@@H](C(=NCc1ccco1)O)N1C(=O)[C@]2(C)c3c(CCN2C1=O)c1ccccc1[nH]3
CCMSLIB00000079483_train	c1ccc(cc1)C(c1ccccc1)C(=O)O
CCMSLIB00000079484_train	COc1ccc(c(c1)OC)N=C(N1C[C@@H]2C[C@@H](C1)c1cccc(=O)n1C2)O
CCMSLIB00000079485_train	Cc1cc(c2c3CCCc3c(=O)oc2c1)OCC(=NC(Cc1ccc(cc1)Cl)C(=O)O)O
CCMSLIB00000079486_train	C=CCc1ccc(c(c1)c1cc(CC=C)ccc1O)O
CCMSLIB00000079487_train	CCCCc1cc(=O)oc2cc(C)cc(c12)OCC(=NC(Cc1ccc(cc1)Cl)C(=O)O)O
CCMSLIB00000079489_train	Cc1c(C)c(=O)oc2c(C)c(ccc12)OCC(=O)N1CCC[C@@H]1C(=O)O
CCMSLIB00000079490_train	COc1cccc(c1)N=C([C@H](Cc1c[nH]c2ccccc12)N=C([C@@H]1Cc2ccccc2CN1)O)O
CCMSLIB00000079491_train	COc1ccc(c(c1)/C=C\1/C(=O)c2ccc(cc2O1)OCC(=O)N1CCC(CC1)C(=O)O)OC
CCMSLIB00000079492_train	CCC(C)/C=C/C1=CC2=C(C(=O)C3(C)C(C2=CO1)C(C(=O)C(C)C(C)O)C(=O)O3)Cl
CCMSLIB00000079493_train	CC(=CCc1c(ccc2C(=O)CC(c3ccc(c(c3)O)O)Oc12)O)C
CCMSLIB00000079494_train	CC(=CCc1c(ccc2[C@@H]3COc4cc(cc(c4[C@@H]3Oc12)OC)O)O)C
CCMSLIB00000079495_train	CC(=NC(Cc1c[nH]c2ccccc12)C(=O)O)O
CCMSLIB00000079496_train	COc1ccc2[C@@H]3COc4cc(ccc4[C@@H]3Oc2c1)O
CCMSLIB00000079497_train	Cn1c(=O)cc(c2cccc(c12)O)OC
CCMSLIB00000079498_train	CC1CCC2(C(C)C3C(CC4C5CC=C6CC(CCC6(C)C5CCC34C)OC(=O)C)O2)NC1
CCMSLIB00000079499_train	Cc1cc(c2c(C)cc(=O)oc2c1)OCC(=O)N1CCC(CC1)C(=O)O
CCMSLIB00000079500_train	Cc1cc(c2c(C)c(C)c(=O)oc2c1)OCC(=N[C@@H](CSCc1ccccc1)C(=O)O)O
CCMSLIB00000079501_train	Cc1c(C)c(=O)oc2cc(ccc12)OCC(=N[C@@H](Cc1ccccc1)C(=O)O)O
CCMSLIB00000079502_train	COc1cc(cc(c1OC)OC)c1c2c(cc(C(=O)NCC3CCCO3)[nH]1)c1ccccc1n2
CCMSLIB00000079503_train	c1cc(ccc1[C@H]([C@@H](CO)N=C(C(Cl)Cl)O)O)N(=O)=O
CCMSLIB00000079504_train	COCOc1ccc(cc1)C1CC(=O)c2c(cc(cc2O1)OCOC)OCOC
CCMSLIB00000079505_train	c1ccc2c(c1)c(=O)n1CCC(c1n2)O
CCMSLIB00000079508_train	CCc1cc(=O)oc2c3CCC(C)(C)Oc3cc(c12)OCC(=NCc1ccccn1)O
CCMSLIB00000079509_train	CC#CCc1cc2ccccc2c(=O)o1
CCMSLIB00000079510_train	COc1ccc(/C=C\2/C(=O)c3ccc(cc3O2)OCC(=O)N2CC(C[C@H]2C(=O)O)O)c(c1OC)OC
CCMSLIB00000079511_train	CC(C)[C@@H](C(=NCc1ccccc1OC)O)N=C(C1CCN(CC1)C(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)O
CCMSLIB00000079513_train	CC(c1c(c2ccccc2nc1O)O)C1(C)CCC(C(C)(C)O1)O
CCMSLIB00000079514_train	COc1cc(cc(c1OC)OC)c1c2c(cc(C(=O)NC3CCCCC3)[nH]1)c1ccccc1n2
CCMSLIB00000079515_train	Cc1c(C)c(=O)oc2c3CCC(C)(C)Oc3cc(c12)OCC(=N[C@@H](Cc1ccccc1)C(=O)O)O
CCMSLIB00000079516_train	Cc1cc(c2c(C)c(C)c(=O)oc2c1)OCC(=O)N1CCC(CC1)(c1ccccc1)C(=O)O
CCMSLIB00000079517_train	c1ccc2c(c1)C(=O)c1c(ccc(c1C2=O)O)N
CCMSLIB00000079518_train	COc1c(cc(cc1Cl)C(=O)O)Cl
CCMSLIB00000079519_train	CCc1cc(=O)oc2cc(ccc12)OCC(=NC[C@H]1CC[C@@H](CC1)C(=O)O)O
CCMSLIB00000079520_train	CCCCCc1c(c(cc2c1Oc1cc(cc(C(=O)CCCC)c1C(=O)O2)OC)O)C(=O)O
CCMSLIB00000079521_train	C=CCc1ccc(c(c1)OC)OC(=O)c1ccccc1
CCMSLIB00000079522_train	COc1ccc2c(c1OC)C(=O)N1[C@@H](CSC21)C(=NC1CC1)O
CCMSLIB00000079523_train	Cc1c(ccc2c3CCCCc3c(=O)oc12)OCC(=N[C@@H](c1ccccc1)C(=O)O)O
CCMSLIB00000079524_train	COc1cccc(c1)/C=C\1/C(=O)c2ccc(cc2O1)OCC(=O)N1CCC[C@H]1C(=O)O
CCMSLIB00000079525_train	c1ccc2c(c1)nc1cc(c(=O)cc1o2)N
CCMSLIB00000079526_train	Cc1cc(=O)oc2c3CCC(C)(C)Oc3cc(c12)OCC(=O)N1CCC[C@H]1C(=O)O
CCMSLIB00000079527_train	Cc1cc(c2c(c1O)C(=O)[C@@]13[C@@H]4[C@@H]5[C@@H]([C@H]3C(=O)C3=C(c6c(cc(C)c(c6C(=O)[C@@]53[C@@H]([C@H]4O)C(=O)C1=C2O)O)O)O)O)O
CCMSLIB00000079528_train	c1ccc(cc1)/C=C/C(=NCCc1ccccc1)O
CCMSLIB00000079529_train	Cc1coc2c(C)c3c(cc12)c(C)c(CCC(=N[C@@H](C)C(=N[C@@H](Cc1ccccc1)C(=O)O)O)O)c(=O)o3
